"Feature","Data_Type","Category","Sub_Category","ACH-000048","ACH-000091","ACH-000123","ACH-000132","ACH-000237","ACH-000278","ACH-000324","ACH-000524","ACH-000527","ACH-000542","ACH-000657","ACH-000663","ACH-000688","ACH-000696","ACH-000701","ACH-000704","ACH-000713","ACH-000719","ACH-000796","ACH-000811","ACH-000885","ACH-000906","ACH-000947"
"XYLAZINE (BRD:BRD-K21565985-001-22-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9477871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARIPORIDE (BRD:BRD-K21670884-001-01-9)_sec","num","Drug Screen","Prism Secondary",0.7734317,NA,0.7631737,0.8645379,0.8191513,0.8756049,0.8504935,NA,0.837769,0.8652876,NA,0.857187,NA,0.8229842,NA,0.8821965,0.8180044,NA,0.864698,0.8288602,0.8013082,0.8276235,0.9997462
"BF2.649 (BRD:BRD-K21673112-003-01-3)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9139314,0.9209747,0.9799671,NA,NA,NA,NA,0.9122742,0.8717273,0.8477738,NA,0.941297,0.9187601,0.999985,0.817058,NA,0.9189558,0.9668292,0.8613404,0.943812,NA
"MITOXANTRONE (BRD:BRD-K21680192-300-14-4)_sec","num","Drug Screen","Prism Secondary",0.3497185,0.378364,0.173104,0.2669945,0.4556591,0.4254525,0.4879286,0.3781784,0.5212017,NA,NA,0.5447613,0.474306,0.3701658,0.7182033,NA,0.3540579,0.4515805,0.4233488,0.4081406,0.2051516,NA,NA
"KW-2449 (BRD:BRD-K21718444-001-06-8)_sec","num","Drug Screen","Prism Secondary",0.7662934,NA,0.8113102,NA,0.8262864,0.8279111,0.8002892,0.8274658,NA,0.8539779,0.7562001,0.8436239,0.8561109,0.8648071,0.9169272,0.8541949,0.7437173,NA,0.828521,0.8954973,0.7292015,NA,0.7358843
"AMG900 (BRD:BRD-K21728777-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.3808698,NA,0.4855829,0.6195383,0.5605414,0.8966247,0.5851713,0.6415606,0.7491753,0.7221419,NA,0.6123382,0.6948673,0.717356,0.778419,0.7399763,0.3362592,NA,0.6238966,0.8336426,0.3647754,0.6677733,0.6339801
"AMG458 (BRD:BRD-K21782625-001-02-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,0.9971116,NA,NA,NA,0.8110335,NA,NA,0.9464048,0.9661787,NA,0.9928606,NA,0.9619724,0.9191542,0.9556568,0.8660316,NA
"LOXISTATIN-ACID (BRD:BRD-K21937671-001-09-2)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.9180148,0.9716228,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984932,NA,NA,NA,NA,NA,NA,NA,NA,NA
"U-18666A (BRD:BRD-K22025381-003-01-9)_sec","num","Drug Screen","Prism Secondary",0.9538327,NA,0.8961693,NA,0.9617217,0.9187806,0.9542009,0.9710517,0.8303554,NA,NA,0.9528215,NA,0.943342,NA,0.9531932,0.9539986,0.9246972,0.8750935,0.9262499,0.8847224,0.9364821,0.9442822
"NAPABUCASIN (BRD:BRD-K22064724-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.6770285,0.5773446,0.5969612,0.6974772,0.5919371,0.7822097,0.8657262,NA,0.7232221,0.7518236,0.5426883,0.7403139,NA,0.7924602,0.7701789,0.5315658,0.6170072,NA,0.7466857,0.8570752,0.5894738,0.7158857,0.5641337
"CRENOLANIB (BRD:BRD-K22127577-001-03-7)_sec","num","Drug Screen","Prism Secondary",0.7420507,0.7088094,0.6846888,0.6555766,0.7033555,NA,0.7245109,0.7861329,0.7280433,NA,0.7308717,0.7236718,0.7479128,0.9650802,0.8178053,0.8353459,0.6396662,0.7265452,0.733135,0.8501411,0.679392,0.7012104,NA
"SIMVASTATIN (BRD:BRD-K22134346-001-24-9)_sec","num","Drug Screen","Prism Secondary",0.9125886,0.890687,0.7630834,0.9902469,0.947283,NA,0.8932649,0.8618337,0.8601616,0.8404935,0.8436476,0.8402301,NA,0.9605941,0.9368614,0.8902876,0.8665796,0.9140619,0.9767649,0.8670518,0.9164377,0.8738248,0.8563526
"LY303511 (BRD:BRD-K22385716-001-02-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,0.8837897,NA,NA,0.9216475,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9086139,NA
"SCRIPTAID (BRD:BRD-K22503835-001-11-0)_sec","num","Drug Screen","Prism Secondary",0.7875098,0.8668392,0.7523913,NA,0.7786917,0.8662103,0.8369259,0.8211079,0.8642971,0.8589936,0.8121938,0.8514451,0.89984,0.8270767,0.7853707,0.8545173,0.9155081,0.8778653,0.824363,0.8582331,0.8279741,0.8494422,0.7769225
"DVD-111 (BRD:BRD-K22520627-001-01-7)_sec","num","Drug Screen","Prism Secondary",0.9597599,NA,0.9665282,NA,NA,0.9734044,0.8952778,NA,NA,NA,NA,0.8467514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIDAZEPAM (BRD:BRD-K22588750-001-07-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,0.9224668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ODANACATIB (BRD:BRD-K22822991-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.9729851,NA,0.9745114,0.8596541,NA,0.8960625,0.925633,NA,0.9832055,NA,0.9017439,0.8874591,NA,0.9812085,0.8834433,0.9417729,NA,0.9130473,0.9068938,0.9075382,0.9975814,0.8696419,NA
"AV-412 (BRD:BRD-K23190681-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.8467131,NA,0.8648904,0.8944342,0.8359653,0.8861863,0.8263617,0.8457658,0.7834262,0.8703825,NA,0.8358049,0.8776361,0.8766522,0.9316118,0.8699689,0.8234347,0.8469226,0.9058481,0.8796454,0.9046646,0.881496,0.902984
"BUSULFAN (BRD:BRD-K23204545-001-16-4)_sec","num","Drug Screen","Prism Secondary",0.9469327,0.8625578,0.855327,NA,0.9035256,NA,0.7833385,0.90161,0.9550975,NA,NA,0.7260077,NA,0.9552613,0.8819833,NA,0.9849817,0.8313602,0.8184488,0.8958112,0.7470635,0.8596897,NA
"GDC-0980 (BRD:BRD-K23228615-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.6925073,0.7702142,0.9683097,NA,0.8977444,0.8391181,0.7506698,0.9395713,0.8575148,NA,0.4584707,0.6441813,NA,NA,0.9857097,0.6861631,NA,0.7268355,0.6689684,0.6608906,0.8169895,NA,0.5846513
"BROXYQUINOLINE (BRD:BRD-K23301018-001-11-7)_sec","num","Drug Screen","Prism Secondary",0.8368363,0.8366732,NA,NA,0.8154704,0.8805862,0.8676078,NA,0.8578174,0.8542158,0.81767,0.8724177,NA,NA,0.89588,NA,0.9176064,0.8392325,0.8275129,0.8181533,0.8619975,0.7743609,NA
"CYT-997 (BRD:BRD-K23363278-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.5129354,NA,0.5242548,0.6797882,0.5438498,0.6085172,0.6042161,0.7147401,0.6334872,0.6210197,0.4849454,0.5810859,0.5507703,0.5446492,0.676485,0.6610857,0.5660054,0.7308676,0.5957828,0.6248593,0.5258858,NA,0.5553645
"BENZYLDIMETHYLHEXADECYLAMMONIUM (BRD:BRD-K23403298-003-01-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9235323,0.9573756,0.8942876,0.8694213,NA,0.9883214,0.9495887,NA,NA,NA,NA,NA,0.9163678,NA,0.9690616,0.944998,0.8486239,0.9714122,0.9116044
"NILUTAMIDE (BRD:BRD-K23566484-001-15-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9362935,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9999224,NA
"VORELOXIN (BRD:BRD-K23677682-003-01-2)_sec","num","Drug Screen","Prism Secondary",0.6837925,0.6435884,0.5946116,0.7777497,0.71832,0.7549904,0.7739764,0.797241,0.6868461,0.6612879,NA,0.7609736,0.941492,0.7430004,0.8618699,0.7980865,0.7873127,0.771121,0.7559391,0.7659071,0.6103245,NA,NA
"DICHLORVOS (BRD:BRD-K23779958-001-05-8)_sec","num","Drug Screen","Prism Secondary",0.7181682,0.8361349,0.711037,0.8123216,0.7918285,NA,0.7417721,NA,0.561524,0.7986493,0.7617192,0.8024791,0.80958,0.7887371,0.7094564,0.9999983,0.7454427,0.669928,0.7832032,0.7969341,0.7317717,0.7350882,0.6500951
"ORIDONIN (BRD:BRD-K23925186-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.9216962,0.8368799,0.851041,NA,0.8641169,0.8601379,0.8359077,0.8375154,0.7648401,NA,0.8235794,0.7776597,0.979778,0.8851962,0.9029527,0.9475551,0.8141871,0.8292031,0.907821,0.9250887,0.7520016,0.8570172,0.8843409
"284461-73-0 (BRD:BRD-K23984367-001-07-5)_sec","num","Drug Screen","Prism Secondary",0.8575612,0.9014757,0.8406551,0.9119472,NA,0.9204187,0.8544503,NA,NA,NA,NA,0.9929364,NA,0.9726401,0.9124524,NA,NA,0.9985608,0.9350059,0.9738502,NA,0.9128515,0.8992248
"ABIRATERONE-ACETATE (BRD:BRD-K24048528-001-02-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,0.8516464,NA,NA,0.8334392,NA,NA,NA,NA,NA,0.8969961,0.9850637,NA,0.8405466,0.784416,NA
"VU0238429 (BRD:BRD-K24187789-001-01-7)_sec","num","Drug Screen","Prism Secondary",0.7264359,0.8394145,0.708206,0.8173196,0.7970165,0.8318626,0.818493,0.8125588,0.7802187,0.7192659,NA,0.78887,0.7998042,0.7374175,0.788599,0.792093,0.731645,0.7572843,0.7787228,0.774254,0.7130241,0.7539775,0.7219887
"DEOXYCORTICOSTERONE-ACETATE (BRD:BRD-K24556098-001-16-7)_sec","num","Drug Screen","Prism Secondary",0.6742425,0.8129847,0.724996,0.8544093,0.7293914,NA,0.7253179,0.689219,NA,0.7953033,0.7079458,0.8976273,0.7454491,0.8310072,0.8618705,0.7536374,0.7660261,0.7182594,0.7260524,0.7258976,0.6961614,NA,NA
"ETP-46464 (BRD:BRD-K24556407-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.8510619,0.7985839,0.7941818,0.8598048,0.7543154,0.850894,0.6984997,0.7650466,0.7382227,NA,0.8419547,0.7634376,0.8835332,0.8161953,0.8423369,0.8317527,0.7636334,0.7177247,0.7691159,0.8262662,0.8504467,0.8204626,0.7396598
"AT-9283 (BRD:BRD-K24576554-001-04-8)_sec","num","Drug Screen","Prism Secondary",0.5970274,NA,0.5277329,0.9679355,0.7411574,0.7349554,0.8063206,0.7188708,0.921235,NA,NA,0.7083554,0.8957947,0.8091852,0.9189971,0.84768,0.6077034,0.9241126,0.7568961,0.9780663,0.5669503,NA,NA
"AZD3463 (BRD:BRD-K24593301-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.577612,0.7630135,0.6852483,0.8193716,0.7562798,0.6957272,0.7115644,0.9449898,0.8417637,0.7574827,NA,0.6601134,0.7781105,0.7062864,0.7848903,0.7781944,0.7591109,0.7569741,0.6724716,0.6717436,0.6678617,0.6738503,NA
"PHLORIZIN (BRD:BRD-K24601397-001-01-1)_sec","num","Drug Screen","Prism Secondary",0.9114543,NA,NA,0.92468,NA,0.8304614,NA,NA,NA,NA,0.7682585,NA,NA,NA,NA,NA,NA,NA,NA,0.922082,NA,0.862017,NA
"5-HYDROXYMETHYL-TOLTERODINE (BRD:BRD-K24603946-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.7363784,NA,NA,0.8364296,0.772614,0.8728746,0.793224,NA,0.8572056,0.8189108,0.8314145,0.8165547,NA,0.7464502,0.9890586,0.6990435,0.8367601,0.8448287,0.8475815,0.8357708,0.8138319,0.8105317,NA
"NVP-AEW541 (BRD:BRD-K24696047-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.9934684,NA,NA,NA,0.8600173,0.9897317,NA,NA,NA,NA,NA,0.6794263,0.8973101,0.8436303,0.9353641,0.8797646,NA,0.8160584,0.8302179,NA,NA,0.9817445,NA
"ETHACRIDINE-LACTATE-MONOHYDRATE (BRD:BRD-K24715592-406-02-1)_sec","num","Drug Screen","Prism Secondary",0.876558,0.8762067,0.7409444,0.8123891,0.8670637,0.9695776,NA,0.8801585,NA,0.8261509,0.8556554,NA,0.8148848,0.9533812,0.9545036,0.7960613,0.8726051,0.9069902,0.7456512,0.9382595,0.9824356,0.8113824,NA
"FLUOROURACIL (BRD:BRD-K24844714-001-24-5)_sec","num","Drug Screen","Prism Secondary",0.8134352,0.8823214,NA,0.8920276,0.8338599,0.87851,0.6657457,0.8434014,0.876259,0.9032227,0.8311192,0.8950703,NA,0.9073217,NA,NA,NA,NA,0.8691946,0.8888257,0.8383282,0.8795237,0.8136602
"CNX-2006 (BRD:BRD-K24869513-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.8313012,NA,0.7398625,NA,NA,NA,0.8966439,NA,NA,NA,NA,0.7635252,NA,NA,NA,NA,0.9818463,0.8122132,0.998523,0.9142343,NA,NA,NA
"PIRENPERONE (BRD:BRD-K25224017-001-25-0)_sec","num","Drug Screen","Prism Secondary",0.7963248,0.8156612,0.6571764,0.8680485,0.605711,0.7169681,0.8303089,0.886608,0.7359179,0.7022291,0.6689223,0.7554885,0.9798924,0.6754131,0.8580792,0.7345207,0.5958625,0.7214073,0.6590081,0.7021219,0.6404973,0.7218799,0.7531859
"APATINIB (BRD:BRD-K25244359-066-03-4)_sec","num","Drug Screen","Prism Secondary",0.9375116,NA,0.8493106,NA,NA,0.98555,NA,0.9719877,0.8726586,0.8849858,0.9624068,0.9655297,NA,NA,0.8609879,NA,NA,NA,0.8439723,0.8873397,NA,0.7635936,NA
"MK-8745 (BRD:BRD-K25279140-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.6637654,NA,0.7110721,0.7886785,0.6151981,NA,0.7612723,0.7161237,0.7427259,NA,NA,0.7943315,NA,0.7519485,0.8047185,0.9337956,0.6811923,0.9184094,0.7758046,0.8035332,0.58598,NA,NA
"OSI 930 OSI930 (BRD:BRD-K25340465-001-11-1)_sec","num","Drug Screen","Prism Secondary",0.8163051,0.8478807,0.7284769,NA,0.8652272,0.8985846,0.9166655,0.868338,0.8985516,0.8170354,NA,0.9051006,NA,0.8888601,NA,0.97091,0.813723,0.845424,0.9375194,0.9380113,0.7500247,NA,NA
"AFURESERTIB (BRD:BRD-K25412176-001-01-9)_sec","num","Drug Screen","Prism Secondary",0.8257007,0.8138415,NA,0.96552,0.8348278,0.9349131,0.8897924,NA,0.9194122,NA,0.7527609,0.843656,NA,NA,0.8341966,0.7590784,NA,0.8652455,0.8606155,0.8595608,0.7415715,0.9420151,0.6820691
"MAPROTILINE (BRD:BRD-K25433859-003-25-4)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9705635,NA,NA,NA,NA,0.8548839,NA
"LY2784544 (BRD:BRD-K25630527-001-03-8)_sec","num","Drug Screen","Prism Secondary",0.6142612,0.712433,0.5621047,0.8612072,0.5487568,NA,0.6609453,0.8643226,0.6544014,NA,0.8479169,0.8163115,0.6362753,0.7532819,0.9307373,NA,0.8476071,0.7295456,0.9700074,0.9029176,0.84716,0.8821417,NA
"4-IODO-6-PHENYLPYRIMIDINE (BRD:BRD-K25690923-001-02-4)_sec","num","Drug Screen","Prism Secondary",0.8870213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRT062070 (BRD:BRD-K25835157-001-01-4)_sec","num","Drug Screen","Prism Secondary",0.7901324,NA,0.7902551,NA,0.8631903,0.8020057,NA,NA,NA,0.9382077,0.8722231,NA,NA,0.9252225,NA,NA,0.9513553,0.8988543,NA,NA,0.726607,0.9262829,0.8831724
"JOSAMYCIN (BRD:BRD-K25837718-001-03-8)_sec","num","Drug Screen","Prism Secondary",0.9078151,0.9390651,0.9374735,NA,NA,NA,NA,0.9877836,NA,0.8454652,0.923307,NA,NA,NA,NA,NA,NA,NA,0.972308,NA,NA,NA,NA
"LICOCHALCONE-A (BRD:BRD-K26011976-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.8942737,NA,0.8710461,NA,0.8688933,0.9582172,0.8947417,0.9465598,0.8523084,0.8810094,0.8896296,0.8513552,NA,0.9438938,0.8973027,NA,0.8540108,0.8806146,0.921859,0.8722811,0.9533736,0.9043197,0.9458152
"TUCATINIB (BRD:BRD-K26026438-001-01-0)_sec","num","Drug Screen","Prism Secondary",0.8093184,0.9147357,0.8946518,0.9655866,0.8477701,0.9258399,0.6846289,0.8113289,0.6948654,0.9745416,0.6483281,0.8671862,NA,0.9634954,0.9578628,0.8925418,0.8526027,0.6149611,0.9540299,0.8209124,NA,0.9570126,0.7647197
"NMS-873 (BRD:BRD-K26253904-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.5837356,0.7053358,0.5629994,0.7312096,0.5776668,0.6567254,0.6925966,0.5485534,0.6868664,0.6309233,0.6001312,0.687462,0.7022749,0.6792965,0.741645,0.6125413,0.6482074,0.6289747,0.6448023,0.6537661,0.5550393,0.7085412,NA
"K-RAS(G12C)-INHIBITOR-6 (BRD:BRD-K26305185-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.9254848,NA,0.9782198,0.9318485,0.9070908,0.9596953,NA,0.9300009,0.925651,0.9540327,0.9477304,NA,NA,0.928996,0.9662831,0.9645253,NA,NA,0.9512758,0.9452602,0.8490566,0.9289959,0.9583155
"CARBOXYPYRIDINE-DISULFIDE (BRD:BRD-K26530649-001-01-6)_sec","num","Drug Screen","Prism Secondary",0.9465218,NA,NA,NA,0.9633833,0.9384599,0.9769638,NA,0.9369088,NA,0.9539443,NA,NA,0.960315,NA,0.7684537,0.9688235,NA,NA,0.9750927,0.8586432,0.9282778,0.8996793
"PINOMETOSTAT (BRD:BRD-K26531771-001-02-2)_sec","num","Drug Screen","Prism Secondary",0.912314,0.8610811,NA,NA,0.8901894,0.7995181,NA,0.8390584,NA,0.8766134,NA,0.9951231,0.8116583,0.8709071,0.8601405,0.8648527,NA,NA,0.78191,0.9677965,0.7696133,0.8172371,NA
"PD-153035 (BRD:BRD-K26603252-003-04-9)_sec","num","Drug Screen","Prism Secondary",0.8590322,NA,NA,0.9653436,0.9318937,0.887024,0.7878294,NA,0.8439427,0.8995417,NA,0.8632391,0.9700926,0.9390026,0.8828378,0.8649047,0.8638894,0.8199345,0.8962635,NA,0.8360909,0.8721607,0.9813814
"THIOCOLCHICOSIDE (BRD:BRD-K26619122-001-02-1)_sec","num","Drug Screen","Prism Secondary",0.9671011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9450996,NA,NA,NA,NA,NA,NA
"IMIQUIMOD (BRD:BRD-K26657438-001-15-2)_sec","num","Drug Screen","Prism Secondary",0.9389743,0.9563234,0.9842515,0.9461698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9353892,0.9836323,0.9677645,0.9492156,NA,NA,NA
"TAK-733 (BRD:BRD-K26667523-001-02-5)_sec","num","Drug Screen","Prism Secondary",0.7518205,0.7882297,0.7513385,0.7519994,0.7764757,NA,0.7462451,0.7635171,0.7849972,NA,0.6100419,0.7307717,0.4962219,0.7813531,0.8360567,0.7958788,0.7530631,0.6044909,0.6373317,0.7495705,0.6247145,0.4982475,NA
"VX-765 (BRD:BRD-K26712974-001-01-5)_sec","num","Drug Screen","Prism Secondary",0.7875706,NA,0.8113184,0.8910501,0.8973992,0.9158317,0.9353282,NA,0.9993349,0.9833352,0.8940294,NA,NA,0.8753077,0.8687451,0.8412094,0.8851925,0.8567227,0.9220042,0.9866712,0.8544937,0.8309861,NA
"VE 821 (BRD:BRD-K26756394-001-02-2)_sec","num","Drug Screen","Prism Secondary",0.836881,0.949959,0.875201,NA,NA,0.9182742,NA,NA,NA,0.8779593,0.9287305,0.8996248,0.8913647,NA,NA,0.7986202,0.9138652,0.8864906,NA,NA,0.8049729,0.8753708,0.9723882
"BIX-01294 (BRD:BRD-K26818574-305-04-3)_sec","num","Drug Screen","Prism Secondary",NA,0.855413,0.8026097,0.9254554,0.9403369,0.8874145,0.8543317,0.8480305,0.8549204,0.8655846,0.8396825,0.8362236,0.8527395,0.9126884,0.9081881,0.8688679,0.9265226,0.8642653,0.8527238,0.8840756,0.8738488,0.7694642,0.8232289
"GW-842166 (BRD:BRD-K26823213-001-02-9)_sec","num","Drug Screen","Prism Secondary",0.9242584,0.9522155,0.8848193,NA,0.9444267,NA,NA,NA,0.9677423,NA,NA,NA,0.8849843,NA,0.9154632,NA,0.9529527,NA,NA,NA,0.8040331,0.9272647,NA
"AZOMYCIN-(2-NITROIMIDAZOLE) (BRD:BRD-K26824830-001-02-0)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9688462,NA,NA,NA,0.9281707,NA,NA,NA,NA,0.9480466,0.9276487,NA
"COSTUNOLIDE (BRD:BRD-K26833429-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.9694714,NA,NA,NA,0.9249541,NA,NA,0.8594754,NA,0.9552966,NA,NA,NA,NA,NA,0.8410932,0.8594742,NA,NA,NA,0.8512709,0.9216562,NA
"AST-1306 (BRD:BRD-K26838195-075-04-9)_sec","num","Drug Screen","Prism Secondary",NA,NA,0.7875884,NA,0.8587328,0.8902231,NA,NA,0.8998425,NA,NA,NA,0.9244555,0.8711852,0.9536967,0.7802956,NA,NA,0.8911609,0.8682587,NA,NA,NA
"D-64131 (BRD:BRD-K26997899-001-02-2)_sec","num","Drug Screen","Prism Secondary",0.5148339,0.5266789,0.6081776,NA,0.4808002,0.616687,0.9682986,0.6897563,NA,0.647198,NA,0.6279542,0.6748082,0.6029166,0.7696795,0.7716957,0.5433307,0.6060689,0.6339111,0.5726475,0.5059839,0.6408232,NA
"METATINIB (BRD:BRD-K27182532-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.7103739,NA,0.818087,0.7981583,0.7186064,0.8155865,0.7295916,0.8776606,0.8694176,0.7794997,0.7526587,0.751148,NA,0.7569221,0.7506134,NA,0.9635886,0.7460081,0.8136069,0.7250037,0.611898,0.7731416,0.5664955
"LEVOCETIRIZINE (BRD:BRD-K27184429-300-01-3)_sec","num","Drug Screen","Prism Secondary",NA,0.8785474,0.7896016,NA,NA,0.892345,NA,0.9021643,0.7923924,0.8699551,0.8888486,NA,NA,0.8784034,0.9187597,0.9901267,0.8854113,0.8325026,0.8278143,0.995256,0.7488404,0.8800365,0.832206
"BUTAMBEN (BRD:BRD-K27217864-001-22-3)_sec","num","Drug Screen","Prism Secondary",0.8643475,0.8951509,0.8746663,0.9123741,0.8810581,NA,0.8583518,NA,0.8862606,NA,0.851506,0.8308863,NA,NA,NA,NA,NA,0.8830472,0.8776919,0.8828937,0.8715117,0.8542493,0.8752837
"CALCITRIOL (BRD:BRD-K27316855-001-13-3)_sec","num","Drug Screen","Prism Secondary",0.8828955,NA,0.981768,0.8651319,0.9034999,NA,0.9408786,0.8995472,0.7485016,0.8907041,NA,0.9686266,NA,0.8701102,0.7636541,0.8587472,0.8822425,0.7519919,0.9539696,0.9577371,0.8125302,0.9232931,NA
"NOMEGESTROL-ACETATE (BRD:BRD-K27351809-001-09-5)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,0.9282603,NA,NA,NA,0.9088231,0.9690251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CLINDAMYCIN-PHOSPHATE (BRD:BRD-K27771035-001-02-5)_sec","num","Drug Screen","Prism Secondary",NA,0.9624065,0.9468555,NA,NA,0.9851628,0.995272,NA,NA,0.9972485,NA,0.9167836,0.9610121,NA,NA,0.9211203,NA,NA,NA,0.9869525,NA,NA,NA
"CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8)_sec","num","Drug Screen","Prism Secondary",0.9149469,0.793236,0.6938228,0.8321673,0.8906335,0.9108285,NA,0.7801017,NA,NA,0.8437766,NA,NA,NA,0.8629568,NA,NA,NA,0.7779506,0.740038,0.7846747,0.6554007,0.9671136
"BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6)_sec","num","Drug Screen","Prism Secondary",0.7179494,0.7454648,NA,0.7485482,0.8192372,0.7776296,0.7914301,0.844242,0.7954114,0.8114519,0.708409,0.9743825,NA,0.7536396,0.8290116,0.5983605,0.8094442,0.9019972,0.7419886,0.8173312,0.7266573,0.7888903,0.8276997
"CYPROHEPTADINE (BRD:BRD-K28143534-001-02-2)_sec","num","Drug Screen","Prism Secondary",0.8608712,NA,NA,NA,NA,0.9926408,NA,0.960458,NA,0.9914458,NA,NA,NA,NA,NA,NA,NA,0.9689751,NA,0.8913155,0.9785067,NA,0.9294107
"SPIRADOLINE (BRD:BRD-K28192623-066-08-1)_sec","num","Drug Screen","Prism Secondary",0.8034815,0.7601374,0.7477459,0.7605386,0.6470208,0.7941627,0.8744302,0.8250978,NA,0.7639957,0.7550609,0.7989527,NA,0.7135828,NA,0.8277272,0.9259606,NA,0.6537923,0.7496317,0.7343136,0.6695517,NA
"FLUTAMIDE (BRD:BRD-K28307902-001-21-7)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,0.9471643,NA,NA,NA,NA,NA,0.8709565,NA,NA,NA,NA,NA,NA,NA,0.9565366,NA,0.9741207,NA,NA
"CH5132799 (BRD:BRD-K28352084-001-02-3)_sec","num","Drug Screen","Prism Secondary",0.7351811,NA,NA,0.9014688,0.7654568,0.9185048,0.8381124,NA,0.8443392,0.8735669,0.7763614,0.7352317,NA,0.7934138,0.7908451,0.792191,0.8060763,0.7730154,0.7365689,0.8433642,0.8270482,0.8389872,NA
"TW 37 (BRD:BRD-K28360340-001-08-3)_sec","num","Drug Screen","Prism Secondary",0.6935598,0.5936534,0.6398612,0.7324011,0.72275,0.7595604,0.6589615,0.7450876,0.834965,0.7246713,NA,0.6553856,0.7539588,0.6582036,0.7688615,0.7036478,0.7006003,0.780106,0.6658115,0.6835991,0.6520478,0.7326114,NA
"AP1903 (BRD:BRD-K28383148-001-01-4)_sec","num","Drug Screen","Prism Secondary",0.9130451,NA,NA,NA,0.9792089,0.9984241,NA,NA,NA,0.8653904,NA,0.8700409,NA,NA,NA,NA,NA,NA,0.9021405,NA,0.9217894,NA,NA
"1035270-39-3 (BRD:BRD-K28392481-001-05-1)_sec","num","Drug Screen","Prism Secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8638198,0.9750727,NA,0.8659139,NA,NA,NA,NA,NA,0.8947678,0.9566761,NA
"NITROCARAMIPHEN (BRD:BRD-K28453807-003-11-2)_sec","num","Drug Screen","Prism Secondary",0.8769424,NA,0.9956384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHIDAMIDE (BRD:BRD-K28537285-001-01-8)_sec","num","Drug Screen","Prism Secondary",0.8869682,NA,NA,0.6898777,0.9647061,0.8836594,0.7756206,0.8021095,NA,0.9052583,0.8331274,0.920189,NA,0.8343158,0.8268361,0.7485456,0.8824283,NA,0.8885347,0.7762605,0.6707224,0.9638666,0.7944865
