Feature,Data_Type,Category,Sub_Category,ACH-000048,ACH-000091,ACH-000116,ACH-000123,ACH-000132,ACH-000237,ACH-000278,ACH-000291,ACH-000324,ACH-000409,ACH-000430,ACH-000460,ACH-000524,ACH-000527,ACH-000542,ACH-000574,ACH-000608,ACH-000617,ACH-000657,ACH-000663,ACH-000688,ACH-000696,ACH-000704,ACH-000713,ACH-000719,ACH-000796,ACH-000811,ACH-000885,ACH-000906,ACH-000947
CAL-101 (CTRP:660430),num,Drug Screen,CTD2,14.793,14.998,12.954,14.2,14.319,12.972,13.813,14.969,14.125,12.193,14.718,13.311,12.68,14.583,14.47,12.382,13.981,14.334,12.426,13.006,12.924,14.691,14.739,13.655,12.919,14.556,14.155,14.853,14.843,13.708
LY-2157299 (CTRP:660431),num,Drug Screen,CTD2,,,,,,,,,14.348,15.374,,15.147,14.422,15.182,,,,,,14.794,,,,,,,,,15.52,
WP1130 (CTRP:660432),num,Drug Screen,CTD2,11.596,12.4,12.085,11.573,12.984,12.418,14.138,11.814,11.704,12.684,10.894,11.304,11.747,10.06,11.888,12.838,10.802,12.205,10.126,12.001,10.49,12.201,11.37,12.412,11.297,11.811,13.649,11.264,10.949,10.727
A-1065-5 (CTRP:660433),num,Drug Screen,CTD2,10.376,13.74,11.4735,11.287,12.998,11.411,12.764,12.758,13.527,11.282,11.467,10.251,13,12.289,11.604,12.375,12.3,11.905,8.6159,11.335,12.039,13.504,13.045,11.118,11.575,9.7977,12.56,,13.379,10.267
NVP-BSK805 (CTRP:660434),num,Drug Screen,CTD2,13.802,13.933,12.147,10.841,11.705,14.084,12.443,14.081,13.458,12.489,12.09,12.468,13.567,13.325,13.31,10.678,11.842,13.391,11.501,12.4,12.202,13.494,13.344,12.183,11.942,13.032,12.615,,13.496,12.38
ERLOTINIB:PLX-4032 (2:1 MOL/MOL) (CTRP:660768),num,Drug Screen,CTD2,14.436,14.353,13.3875,13.061,13.675,13.877,14.372,14.591,13.458,14.409,13.779,12.593,14.707,13.451,13.699,12.342,13.48,13.871,,11.693,12.875,14.172,13.77,12.928,10.716,13.278,13.011,,13.607,14.632
PIK 93 (CTRP:660774),num,Drug Screen,CTD2,13.536,14.085,11.7785,11.68,12.685,12.672,11.779,14.449,13.008,12.189,13.181,13.004,12.023,,13.107,12.15,11.947,12.93,11.25,12.174,11.198,14.168,13.173,11.504,12.75,12.558,12.396,14.466,,12.076
AZD7762 (CTRP:660777),num,Drug Screen,CTD2,9.6158,11.179,8.89595,6.5945,9.6786,9.359,6.5571,10.496,8.4529,11.804,8.7087,7.9904,12,11.984,8.9495,7.4509,8.9933,8.3232,8.1271,8.6722,10.731,7.0769,7.9151,5.8994,9.2661,9.0475,7.8677,,8.633,8.5723
BIRINAPANT (CTRP:660778),num,Drug Screen,CTD2,15.407,13.054,14.642,14.256,12.908,12.842,14.847,14.463,14.38,13.889,14.766,14.727,13.85,14.596,15.461,16.166,9.6868,5.1098,10.134,14.507,15.73,13.329,13.64,9.2228,15,12.903,3.6946,13.378,14.241,14.95
KX2-391 (CTRP:660779),num,Drug Screen,CTD2,4.8353,10.138,10.8945,7.8839,12.362,10.899,9.1585,10.787,10.474,14.403,9.8635,9.2803,13.14,12.956,11.062,15,7.7625,9.3886,6.4882,12.112,8.0015,8.7546,8.7409,9.1824,9.7998,7.5655,11.127,9.0425,10.042,8.2193
3-CL-AHPC (CTRP:660796),num,Drug Screen,CTD2,9.1499,10.438,13.22,9.6439,12.048,13.17,11.713,12.007,11.363,13.782,10.123,12.522,13.527,11.748,12.44,13.288,13.918,12.533,9.9954,11.304,9.7459,13.092,10.644,11.637,12.883,10.473,13.01,11.276,10.701,12.513
BRD-K58730230 (CTRP:660797),num,Drug Screen,CTD2,,,,,,,,,14.967,14.801,,14.441,15.04,14.915,,,,,,16.168,,,,,,,,,14.377,
BRD-K27188169 (CTRP:660798),num,Drug Screen,CTD2,,,14.492,,,,,,14.635,15.182,14.554,14.343,14.972,14.851,15.466,14.321,,15,14.404,14.812,,14.712,,14.874,14.414,14.641,14.465,,14.602,14.733
KHS101 (CTRP:660819),num,Drug Screen,CTD2,,14.612,12.746,11.045,13.971,12.181,13.297,11.678,13.697,13.27,11.129,11.633,12.468,13.635,12.221,15.406,11.494,12.598,10.899,13.615,13.777,13.372,14.058,13.235,12.211,11.89,13.734,,12.708,12.035
WAY-362450 (CTRP:660821),num,Drug Screen,CTD2,15.44,15,14.801,14.881,15,14.802,14.994,14.783,14.32,14.415,14.856,14.558,15.284,15,14.667,15.115,13.834,14.19,13.459,15.169,15.8,14.442,15.471,13.918,13.537,15,14.077,,14.826,14.529
JQ-1:VORINOSTAT (2:1 MOL/MOL) (CTRP:660823),num,Drug Screen,CTD2,10.612,12.467,9.78145,10.75,10.999,10.878,12.064,10.846,10.739,12.387,11.91,10.281,11.031,13.411,11.334,10.594,8.8745,11.647,9.4448,11.595,10.987,12.046,11.645,10.604,9.9183,10.986,11.443,,12.383,10.704
BRD-K13185470 (CTRP:660839),num,Drug Screen,CTD2,,,,,,,,,15.133,15,,14.866,14.391,14.77,,,,,,14.744,,,,,,,,,15.252,
CABOZANTINIB (CTRP:660840),num,Drug Screen,CTD2,13.135,14.338,12.7105,12.294,12.518,13.24,13.706,12.966,15.211,14.16,13.598,13.551,13.123,14.966,13.272,12.806,12.845,13.353,,13.723,11.781,13.411,13.244,12.536,15.065,13.181,13.553,12.805,14.173,13.742
CRIZOTINIB:PLX-4032 (2:1 MOL/MOL) (CTRP:660857),num,Drug Screen,CTD2,13.475,13.772,11.593,11.805,12.93,13.052,11.826,12.197,13.361,13.815,12.801,12.661,13.907,13.007,12.855,13.261,11.535,13.466,10.958,12.941,11.693,13.631,12.594,11.844,13.035,12.21,13.653,13.482,13.332,12.876
BRD-M00053801 (CTRP:660890),num,Drug Screen,CTD2,7.2292,14.63,15.599,14.637,14.777,14.804,11.745,14.637,,,11.309,,,,14.819,15,14.302,14.939,11.164,,12.272,14.662,12.702,15,14,13.216,13.872,14.421,,14.882
KPT185 (CTRP:660935),num,Drug Screen,CTD2,9.6871,12.798,11.9355,6.6226,10.218,7.9367,9.6424,12.493,,,10.152,,,,10.657,11.905,10.556,11.793,5.1497,,7.3463,11.979,10.323,10.116,10.203,8.9366,13.14,12.217,,8.346
PITSTOP2 (CTRP:660985),num,Drug Screen,CTD2,14.477,15.354,16.24,14.06,14.6,16.722,17.099,15.106,,,14.888,,,,15.638,,12.853,17.029,14.271,,13.919,15,15,15.353,13.991,16.05,14.897,15,,15.347
R428 (CTRP:660993),num,Drug Screen,CTD2,12.154,13.389,12.112,9.1569,11.196,12.682,10.584,13.689,,,12.945,,,,14.153,11.385,11.628,13.54,11.344,,11.579,13.39,11.605,10.068,11.413,13,12.268,,,12.396
CRA-032765 (CTRP:660994),num,Drug Screen,CTD2,14.255,14.306,12.95,13.618,14.293,13.32,13.526,14.466,,,13.941,,,,14.557,10.953,14.406,14.263,11.551,,11.101,14.232,14.429,13.389,11.719,13.443,12.128,,,14.013
SOTRASTAURIN (CTRP:661032),num,Drug Screen,CTD2,14.687,14.792,13.667,11.693,14.644,15,14.609,14.793,,,14.093,,,,14.623,15.346,14.518,14.948,14.145,,13.005,14.643,14.924,13.857,14.547,14.559,13.608,14.984,,14.941
A-804598 (CTRP:661033),num,Drug Screen,CTD2,14.767,14.883,14.6865,14.11,14.677,14.714,15.366,14.894,,,14.726,,,,14.908,13.536,14.026,14.077,14.849,,14.131,13.889,15,15.691,15,14.06,15.532,14.803,,15.262
BRD-K27188169:NAVITOCLAX (2:1 MOL/MOL) (CTRP:665818),num,Drug Screen,CTD2,,,13.094,,,,,,12.076,14.977,14.566,14.384,14.814,12.383,14.996,,,16.14,12.031,14.529,,14.676,,12.925,12.83,14.621,15.103,,14.609,15.025
COL-3 (CTRP:665914),num,Drug Screen,CTD2,12.958,13.417,12.9815,13.597,14.134,13.89,14.019,13.086,,,12.176,,,,12.809,14.129,15,13.05,11.391,,13.233,13.27,12.827,13.232,12.443,13.095,12.318,10.131,,12.733
VENETOCLAX (CTRP:666541),num,Drug Screen,CTD2,,15.733,14.5385,,14.855,14.296,8.4171,14.711,,,12.2,,,,15,14.832,12.428,15,12.423,,12.49,15.428,12.056,15.473,16.076,15.723,15.219,,,15.96
ETP-46464 (CTRP:666716),num,Drug Screen,CTD2,11.595,15.789,13.475,12.124,12.912,14.02,13.627,14.222,,,12.317,,,,12.834,14.689,10.423,13.261,9.3517,,11.3,14.35,14.005,10.761,12.014,11.901,12.769,15.869,,11.117
MARINOPYRROLE A (CTRP:666910),num,Drug Screen,CTD2,10.979,11.234,11.7325,9.0051,,10.643,9.625,10.925,,,10.62,,,,11.298,10.758,10.727,13.146,10.191,,11.546,11.918,12.135,11.626,10.837,11.943,12.27,,,10.878
METHYLSTAT (CTRP:667933),num,Drug Screen,CTD2,12.397,13.562,12.607,11.263,12.279,14.822,12.949,13.152,,,12.793,,,,13.352,10.832,12.151,12.891,11.126,,13.028,13.464,14.586,11.993,13.286,13.23,13.448,12.1,,12.322
ALPELISIB (CTRP:668495),num,Drug Screen,CTD2,14.32,15.605,11.9795,12.921,12.133,12.626,12.138,14.648,,,14.367,,,,14.228,11.851,11.085,16.409,8.7158,,11.536,14.273,12.527,13.263,12.499,13.799,12.131,14.957,,13.123
GSK2636771 (CTRP:668723),num,Drug Screen,CTD2,14.776,14.39,13.737,14.403,13.858,13.517,14.706,14.557,,,14.71,,,,14.769,14.371,12.509,16.223,14.245,,13.261,14.533,14.13,14.229,14.206,15.42,15.212,14.027,,14.649
SR8278 (CTRP:668858),num,Drug Screen,CTD2,,,,13.205,,,,,,,,,,,,,,,,,,,,,,,,,,
JW-74 (CTRP:676728),num,Drug Screen,CTD2,13.818,14.757,13.6645,12.95,13.594,12.623,14.734,14.888,,,13.608,,,,14.18,13.478,14.444,14.495,,,14.453,14.562,14.519,13.335,13.819,14.374,14.304,14.412,,13.48
NECROSULFONAMIDE (CTRP:677522),num,Drug Screen,CTD2,11.538,11.903,13.898,11.604,13.054,14.383,13.867,12.971,,,12.079,,,,13.038,13.487,12.286,,,,13.647,,14.476,13.057,12.321,13.038,13.799,12.03,,11.585
HBX-41108 (CTRP:679843),num,Drug Screen,CTD2,11.847,13.339,13.8245,12.218,12.275,13.5,12.437,12.624,,,11.436,,,,13.527,13.467,13.325,13.828,10.595,,10.315,14.477,13.501,11.492,13.999,14.274,13.224,7.2261,,11.445
PALMOSTATIN B (CTRP:679844),num,Drug Screen,CTD2,14.764,15.518,16.5,14.331,14.555,15,17.216,15.198,,,15.596,,,,15.724,14.84,13.051,17.205,15.747,,14.775,15,14.952,13.966,13.868,16.289,14.898,15,,15.256
JW-55 (CTRP:682993),num,Drug Screen,CTD2,,,12.564,,,,,,,,14.698,,,,14.786,14.391,,15.246,14.689,,,14.776,,13.487,13.627,15.76,14.004,,,14.69
BRD-K03536150 (CTRP:686134),num,Drug Screen,CTD2,13.335,14.172,13.137,12.73,14.009,14.785,12.911,13.208,15.769,13.012,13.243,15.758,13.218,15.911,13.585,14.234,14.088,13.032,12.854,14.101,12.95,14.133,14.076,15,13.075,14.625,14.863,13.323,12.693,14.105
BRD-K99006945 (CTRP:687395),num,Drug Screen,CTD2,14.953,14.524,13.696,14.895,11.917,9.0188,12.857,14.423,,,,,,,,,14.609,,,,14.349,,14.217,,,,,14.65,,
TIVANTINIB (CTRP:687406),num,Drug Screen,CTD2,10.01,12.734,12.34,10.178,14.398,10.043,11.058,12.379,,,,,,,,,11.047,,,,12.235,,11.76,,,,,,,
TRAMETINIB (CTRP:687418),num,Drug Screen,CTD2,12.438,13.268,13.614,10.7,10.435,14.572,12.856,6.2719,,,,,,,,,10.023,,,,8.4937,,14.083,,,,,13.039,,
RO4929097 (CTRP:687577),num,Drug Screen,CTD2,14.721,15.216,14.333,14.738,14.873,14.803,15.318,15.232,,,,,,,,,13.981,,,,14.672,,15.946,,,,,15,,
DINACICLIB (CTRP:687578),num,Drug Screen,CTD2,3.1152,9.0093,6.4672,2.0932,9.199,5.6769,6.752,10.321,,,,,,,,,2.6579,,,,8.7367,,7.0301,,,,,7.1895,,
MLN2480 (CTRP:687579),num,Drug Screen,CTD2,14.739,14.782,14.211,13.872,14.182,14.714,13.793,13.948,,,,,,,,,13.535,,,,14.557,,15.389,,,,,13.889,,
BRD-K51831558 (CTRP:687661),num,Drug Screen,CTD2,14.688,13,14.932,14.352,14.907,14.31,16.589,15,,,,,,,,,15.961,,,,14.724,,15,,,,,14.387,,
ISTRADEFYLLINE (CTRP:687694),num,Drug Screen,CTD2,14.766,15,14.302,14.431,15.249,15.55,14.701,14.995,,,,,,,,,14.117,,,,,,15.366,,,,,15,,
MI-2 (CTRP:687714),num,Drug Screen,CTD2,14.251,14.53,14.18,14.713,15.505,14.483,13.922,14.437,,,,,,,,,12.484,,,,12.228,,14.851,,,,,12.882,,
BRD-K42260513 (CTRP:687715),num,Drug Screen,CTD2,14.874,14.31,14.79,14.354,14.819,16.387,13.093,14.625,,,,,,,,,14.834,,,,14.669,,14.346,,,,,14.999,,
ALVOCIDIB (CTRP:687720),num,Drug Screen,CTD2,6.6864,9.8649,9.4243,6.2989,10.228,7.7366,9.3942,11.229,,,,,,,,,5.5572,,,,10.133,,8.7231,,,,,9.5859,,
CBB-1007 (CTRP:687721),num,Drug Screen,CTD2,14.941,14.915,14.587,14.419,14.82,14.525,14.62,14.765,,,,,,,,,12.704,,,,15.161,,15,,,,,15,,
GSK-J4 (CTRP:687735),num,Drug Screen,CTD2,,,,8.8545,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD-A86708339 (CTRP:687769),num,Drug Screen,CTD2,7.269,10.455,9.0485,8.9309,11.818,,10.774,8.6055,,,,,,,,,10.649,,,,11.601,,9.5952,,,,,11.441,,
PF-3758309 (CTRP:687953),num,Drug Screen,CTD2,9.5818,13.111,10.619,4.1335,11.105,11.724,8.6997,11.296,,,,,,,,,5.637,,,,9.5202,,12.319,,,,,8.1204,,
DABRAFENIB (CTRP:687954),num,Drug Screen,CTD2,14.74,14.485,14.759,12.259,14.236,14.123,13.742,9.0494,,,,,,,,,14.068,,,,13.232,,14.388,,,,,12.726,,
SZ4TA2 (CTRP:688138),num,Drug Screen,CTD2,14.648,14.982,14.056,14.4,15.211,14.881,14.203,14.778,,,,,,,,,12.819,,,,13.691,,15.45,,,,,,,
AT13387 (CTRP:688229),num,Drug Screen,CTD2,10.952,10.588,14.065,7.1287,10.604,9.1244,11.528,9.0216,,,,,,,,,12.922,,,,7.2581,,11.453,,,,,10.954,,
BCL-LZH-4 (CTRP:688516),num,Drug Screen,CTD2,14.622,14.99,13.965,15.22,15,14.876,14.134,14.598,,,,,,,,,15.021,,,,14.537,,14.065,,,,,15.083,,
SKEPINONE-L (CTRP:688799),num,Drug Screen,CTD2,14.163,14.729,14.913,13.732,14.867,14.162,14.358,14.144,,,,,,,,,12.047,,,,14.346,,14.573,,,,,14.33,,
BRD-K34222889 (CTRP:688888),num,Drug Screen,CTD2,11.061,12.304,11.622,10.654,12.496,13.078,13.574,13.074,12.214,12.868,11.355,11.506,12.819,11.998,12.247,10.501,11.657,11.406,7.893,11.601,11.918,11.923,11.99,11.746,10.536,11.519,13.419,10.266,11.267,10.471
PF-4800567 HYDROCHLORIDE (CTRP:688962),num,Drug Screen,CTD2,14.963,14.861,13.403,14.791,14.623,14.866,14.767,14.347,,,,,,,,,14.586,,,,14.641,,13.6,,,,,,,
AVICIN D (CTRP:688975),num,Drug Screen,CTD2,7.9461,11.899,11.96,10.557,11.426,7.1452,9.432,9.4931,,,,,,,,,12.398,,,,7.9761,,11.187,,,,,9.1716,,
BRD9876:MK-1775 (4:1 MOL/MOL) (CTRP:689136),num,Drug Screen,CTD2,,,,10.176,,,,,,,,,,,,,,,,,,,,,,,,,,
BRD-K30748066 (CTRP:689506),num,Drug Screen,CTD2,,,,8.1418,,,,,,,,,,,,,,,,,,,,,,,,,,
ASP-7487 (CTRP:705300),num,Drug Screen,CTD2,14.733,14.891,14.08,13.289,14.478,16.428,14.501,14.473,14.919,14.652,14.727,13.518,14.246,14.846,14.691,13.84,14.62,14.729,14.418,13.494,14.083,14.874,14.712,14.899,14.236,14.48,14.943,17.207,14.841,14.834
AT-406 (CTRP:710154),num,Drug Screen,CTD2,14.279,14.795,14.2995,11.864,,14.068,13.772,,,,14.819,,,,14.965,16.54,12.805,12.738,12.55,,11.928,14.417,14.558,12.449,15.593,14.681,10.359,14.131,,14.44
ML031 (CTRP:96171),num,Drug Screen,CTD2,13.206,14.112,13.9645,,14.411,14.309,11.152,13.639,14.761,14.125,13.603,13.638,14.243,14.524,14.516,12.429,14.298,13.83,12.264,14.486,13.654,14.807,14.703,14.352,13.792,12.935,15.442,11.997,14.988,12.802
